Date of Sale,Address,Postal Code,County,Price ,Full Market Price,VAT Exclusive,Description of Property
28/01/2022,"22 EGLINTON PK, 4, DUBLIN",4,Dublin,"1,310,000.00",0,0,0
28/01/2022,"22 RUSSELL AVENUE, DRUMCONDRA, 9",0,Dublin,"491,000.00",0,0,0
28/01/2022,"22 STANFORD, ARDILEA, CLONSKEAGH 14",14,Dublin,"425,000.00",0,0,0
28/01/2022,"25 ASHINGTON DALE, NAVAN RD, 7",7,Dublin,"477,000.00",0,0,0
28/01/2022,"26 MELVILLE COURT, CITYSIDE, FINGLAS 11",11,Dublin,"270,000.00",0,0,0
28/01/2022,"261 BACHELORS WALK, 1",1,Dublin,"271,598.24",0,0,0
28/01/2022,"27 ABBEYFIELD, KILLESTER, 15",5,Dublin,"750,000.00",0,0,0
28/01/2022,"27 TEMPLE COURT, WOOD, SANTRY 9",9,Dublin,"290,000.00",0,0,0
28/01/2022,"300 BACHELORS WALK, DUBLIN",1,Dublin,"236,386.60",0,0,0
28/01/2022,"31 CARYSFORT PARK, BLACKROCK, DUBLIN",0,Dublin,"830,000.00",0,0,0
28/01/2022,"32 PAIRC NA CUILEANN, BALLYMUN, 11",0,Dublin,"86,000.00",1,0,0
28/01/2022,"4 GARRYNURE, MILLTOWN RD, CLONSKEAGH",6,Dublin,"620,000.00",0,0,0
28/01/2022,"41 CLONTARF PARK, CLONTARF, DUBLIN",3,Dublin,"657,500.00",0,0,0
28/01/2022,"42 REDWOOD, BLANCHARDSTOWN, 15",15,Dublin,"364,000.00",0,0,0
28/01/2022,"43 SLIEVEBLOOM PARK, DRIMNAGH, 12",12,Dublin,"384,000.00",0,0,0
28/01/2022,"45 CAIRNBROOK AVE, BLENAMUCK RD, CARRICKMINES",18,Dublin,"465,000.00",0,0,0
28/01/2022,"45 FINGLAS PLACE, FINGLAS EAST, 11",11,Dublin,"297,000.00",0,0,0
28/01/2022,"46 IDRONE PARK, KNOCKLYON, TEMPLEOGUE 16",16,Dublin,"535,000.00",0,0,0
28/01/2022,"50 GALTYMORE DR, 12, DUBLIN",12,Dublin,"300,000.00",0,0,0
28/01/2022,"51 PINEGROVE PARK, SWORDS, DUBLIN",0,Dublin,"580,000.00",0,0,0
28/01/2022,"52 PARK DR GROVE, CASTLEKNOCK, 15",15,Dublin,"386,000.00",0,0,0
28/01/2022,"54 BRANDON SQUARE, WATERVILLE, BLANCHARDSTOWN",15,Dublin,"528,000.00",0,0,0
28/01/2022,"54 ST BRIGIDS RD, CLONDALKIN, 22",22,Dublin,"430,000.00",0,0,0
28/01/2022,"54 ST PATRICKS RD, GREENHILLS, 12",12,Dublin,"505,000.00",0,0,0
28/01/2022,"6 BEECH WALK, BROOKWOOD, SCHOLARSTOWN RD 16",16,Dublin,"425,000.00",0,0,0
28/01/2022,"6 MILL RACE WALK SAGGERT, DUBLIN",24,Dublin,"235,000.00",0,0,0
28/01/2022,"6 REDWOOD RISE, KILNAMANAGH, 24",24,Dublin,"360,000.00",0,0,0
28/01/2022,"6 VILLAREA PARK, GLENAGEARY, DUBLIN",0,Dublin,"930,000.00",0,0,0
28/01/2022,"64 CASTLELAND PARK WAY, BALBRIGGAN, DUBLIN",0,Dublin,"348,000.00",0,0,0
28/01/2022,"7 ABBEYVALE CLOSE, SWORDS MANOR, SWORDS",0,Dublin,"407,000.00",0,0,0
28/01/2022,"7 CHAPELWOOD AVE, HOLLYSTOWN, 15",15,Dublin,"318,379.00",0,0,0
28/01/2022,"7 LITTLE STRAND ST, NORTH DUBLIN, DUBLIN",7,Dublin,"345,000.00",0,0,0
28/01/2022,"75 THE FAIRWAYS, WOODBROOK GLEN, BRAY",0,Dublin,"405,000.00",0,0,0
28/01/2022,"8 COLLINS DR, FINGLAS EAST, 11",11,Dublin,"320,000.00",0,0,0
28/01/2022,"81 LAMBAY VIEW, RUSH, DUBLIN",0,Dublin,"405,000.00",0,0,0
28/01/2022,"9 MAYFIELD TERRACE, BALLINTEER, 16",16,Dublin,"650,000.00",0,0,0
28/01/2022,"9 THE CLOSE, MOUNT MERRION, DUBLIN",0,Dublin,"895,000.00",0,0,0
28/01/2022,"98 SHANLISS RD, SANTRY, 9",9,Dublin,"457,000.00",0,0,0
28/01/2022,"APARTMENT 234, BACHELORS WALK, 1",0,Dublin,"284,147.29",0,0,0
28/01/2022,"APARTMENT 302, BACHELORS WALK, 1",0,Dublin,"300,315.21",0,0,0
28/01/2022,"APARTMENT 35 BACHELORS WALK, 1",0,Dublin,"198,765.93",0,0,0
28/01/2022,"APARTMENT 7, PARKGATE PLACE, PARKGATE STREET",0,Dublin,"367,500.00",0,0,0
28/01/2022,"APT 15, THE ATRIUM, 29 31 ISLAND ST",8,Dublin,"260,000.00",0,0,0
28/01/2022,"APT 189, BATCHELORS WALK, 1",0,Dublin,"284,147.29",0,0,0
28/01/2022,"APT 196, BACHELORS WALK, 1",0,Dublin,"284,147.29",0,0,0
28/01/2022,"APT 265 FAIRBAIRN HOUSE, BELLEVUE, ISLANDBRIDGE 9",15,Dublin,"323,000.00",0,0,0
28/01/2022,"APT 281, BACELORS WALK, 1",0,Dublin,"300,315.21",0,0,0
28/01/2022,"APT 3 LE FANU HOUSE, LE FANU ROAD, BALLYFERMOT",15,Dublin,"160,000.00",0,0,0
28/01/2022,"APT 320, BACHELORS WALK, 1",0,Dublin,"284,653.18",0,0,0
28/01/2022,"APT 323, BACHELORS WALK, 1",0,Dublin,"222,991.21",0,0,0
28/01/2022,"APT 328, BACHELORS WALK, 1",0,Dublin,"285,553.56",0,0,0
28/01/2022,"APT 344, BACKELORS WALK, 1",0,Dublin,"284,147.29",0,0,0
28/01/2022,"APT 360, BACHELORS WALK, 1",0,Dublin,"284,147.29",0,0,0
28/01/2022,"APT 375 BACHELORS WALK, 1",0,Dublin,"307,376.37",0,0,0
28/01/2022,"AVONDALE HOUSE, 3 NORTHUMBERLAND AVE, DUN LAOGHAIRE",0,Dublin,"1,100,000.00",0,0,0
28/01/2022,"DUNAMARA, STRAND RD, KILLINEY",0,Dublin,"4,150,000.00",0,0,0
28/01/2022,"HOLLYTREE HOUSE, PINNOCK HILL, SWORDS",0,Dublin,"400,000.00",0,0,0
28/01/2022,"UNIT 18 ROYAL CANAL, COURT ROYAL CANAL, WAY ASHTOWN 15",15,Dublin,"231,500.00",0,0,0
27/01/2022,"108 GAYBROOK LAWNS, MALAHIDE, DUBLIN",0,Dublin,"780,000.00",0,0,0
27/01/2022,"11 UPPER EDEN RD, GLASTHULE, DUBLIN",0,Dublin,"849,000.00",0,0,0
27/01/2022,"118 DEAN SWIFT RD, GLASNEVIN, 11",11,Dublin,"450,000.00",0,0,0
27/01/2022,"128 RED ARCHES ROAD, THE COAST, 13",0,Dublin,"440,529.00",0,1,1
27/01/2022,"132 BREMORE CASTLE, BALBRIGGAN, DUBLIN",0,Dublin,"327,000.00",0,0,0
27/01/2022,"142 BLACKGLEN RD, SANDYFORD, DUBLIN",18,Dublin,"600,000.00",0,0,0
27/01/2022,"15 OAKDALE CLOSE, BALLYCULLEN, 24",24,Dublin,"500,000.00",0,0,0
27/01/2022,"155 THE LINKS, DONABATE, DUBLIN",0,Dublin,"465,000.00",0,0,0
27/01/2022,"158 TEMPLE GARDENS, SANTRY, 9",0,Dublin,"315,000.00",0,0,0
27/01/2022,"163 CUSTOM HALL, LOWER GARDINER ST, 1",1,Dublin,"301,000.00",0,0,0
27/01/2022,"17 ALLENDALE SQ, CLONSILLA, 15",15,Dublin,"262,500.00",0,0,0
27/01/2022,"172 ST PETER'S ROAD, WALKINSTOWN, 12",12,Dublin,"363,000.00",0,0,0
27/01/2022,"19 CHARNWOOD PARK, CLONSILLA, 15",15,Dublin,"479,000.00",0,0,0
27/01/2022,"2 LOUGHCOMMON LANE, LUSK",0,Dublin,"343,612.33",0,1,1
27/01/2022,"20 STAPOLIN AVENUE, THE COAST, BALDOYLE",0,Dublin,"440,528.58",0,1,1
27/01/2022,"20 THE AVENUE, ST MARNOCK'S BAY, STATION ROAD",0,Dublin,"653,000.00",0,0,0
27/01/2022,"216 MARINA VILLAGE, MALAHIDE, DUBLIN",0,Dublin,"550,000.00",0,0,0
27/01/2022,"22 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN",0,Dublin,"316,000.00",0,0,0
27/01/2022,"23 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD 18",18,Dublin,"330,000.00",0,0,0
27/01/2022,"23 HIGH PARK, GRACE PARK RD, DRUMCONDRA 9",9,Dublin,"475,000.00",0,0,0
27/01/2022,"24 CLONSHAUGH AVE, CLONSHAUGH, 17",17,Dublin,"378,000.00",0,0,0
27/01/2022,"25 DOWTH AVE, CABRA, 7",7,Dublin,"491,600.00",0,0,0
27/01/2022,"29 ABERCORN SQ, INCHICORE, 8",8,Dublin,"455,000.00",0,0,0
27/01/2022,"290 COLLINS AVE, WHITEHALL, 9",9,Dublin,"485,000.00",0,0,0
27/01/2022,"30 THE KITTIWAKE, BARNAGEERAGH COVE, SKERRIES",0,Dublin,"440,000.00",0,0,0
27/01/2022,"30 TRIMLESTON GARDENS, BOOTERSTOWN, DUBLIN",0,Dublin,"762,000.00",0,0,0
27/01/2022,"31 MILLBROOK GROVE, DONAGHMEDE, 13",13,Dublin,"335,000.00",0,0,0
27/01/2022,"31 SOUTH HILL, DARTRY, 6",6,Dublin,"1,245,000.00",0,0,0
27/01/2022,"34 CLEARSTREAM COURT, MCKEE AVENUE, FINGLAS",11,Dublin,"191,000.00",0,0,0
27/01/2022,"35 CEDAR VIEW, RIDGEWOOD, SWORDS",0,Dublin,"450,000.00",0,0,0
27/01/2022,"35 PARKLANDS TERRACE, PARKLANDS, CITYWEST",0,Dublin,"334,801.76",0,1,1
27/01/2022,"38 FORGE VIEW, THE FORGE, LUSK",0,Dublin,"369,000.00",0,0,0
27/01/2022,"39 BEECH PARK, CABINTEELY, 18.",18,Dublin,"615,771.00",0,1,1
27/01/2022,"4 DUNSINK GREEN, FINGLAS WEST, 11",11,Dublin,"260,000.00",1,0,0
27/01/2022,"4 GLENSAVAGE, AVOCA ROAD, BLACKROCK",0,Dublin,"1,541,850.22",0,1,1
27/01/2022,"43 IONA VILLAS, GLASNEVIN, 9",9,Dublin,"325,000.00",0,0,0
27/01/2022,"46 STOCKING WOOD HEATH, STOCKING AVE, RATHFARNHAM 16",16,Dublin,"370,000.00",0,0,0
27/01/2022,"5 RIVERSDALE VIEW, RATHFARNHAM, 14",14,Dublin,"435,000.00",0,0,0
27/01/2022,"5 THE TALLOW, THE VILLAGE, RATHBORNE 15",15,Dublin,"290,000.00",0,0,0
27/01/2022,"50 PHOENIX PARK AVENUE, CASTLEKNOCK, 15",15,Dublin,"581,497.00",0,1,1
27/01/2022,"6 CASSANS WAY, STATION ROAD, LUSK",0,Dublin,"295,155.00",0,1,1
27/01/2022,"6 TURRET RD, PALMERSTOWN, 20",20,Dublin,"390,000.00",0,0,0
27/01/2022,"60 BRECAN CLOSE, BALLBRIGGAN, CO DUBLIN",0,Dublin,"142,872.00",0,0,0
27/01/2022,"66 THE RECTORY, ENNISKERRY ROAD, STEPASIDE",0,Dublin,"320,000.00",0,0,0
27/01/2022,"66 WALKINSTOWN AVE, 12, DUBLIN",12,Dublin,"390,000.00",0,0,0
27/01/2022,"7 BELFRY LODGE, CITYWEST, DUBLIN",24,Dublin,"219,800.00",0,0,0
27/01/2022,"7 SLANE HOUSE, PATRICK ST, 8",8,Dublin,"325,000.00",0,0,0
27/01/2022,"72 BALGLASS RD, HOWTH, DUBLIN",13,Dublin,"750,000.00",0,0,0
27/01/2022,"78 WESTEND VILLAGE, BLANCHARDSTOWN, 15",15,Dublin,"255,000.00",0,0,0
27/01/2022,"83 COLLINS AVE, WEST, 9",9,Dublin,"550,000.00",0,0,0
27/01/2022,"86 GANDON HALL, GARDINER ST, DUBLIN",1,Dublin,"250,000.00",0,0,0
27/01/2022,"91 CASTLERIADA GROVE, CASTLE RD, LUCAN",0,Dublin,"90,000.00",1,0,0
27/01/2022,"94 HOLYWELL, KILMACUD RD UPPER, DUNDRUM 14",14,Dublin,"810,000.00",0,0,0
27/01/2022,"APARTMENT 22, TURNSTONE, BARNEGEERAGH",0,Dublin,"303,964.00",0,1,1
27/01/2022,"APT 132, LONGBOAT QUAY SOUTH, HANOVER QUAY",2,Dublin,"595,000.00",0,0,0
27/01/2022,"APT 1, 42 NORTH CIRCULAR RD, 7",0,Dublin,"885,000.00",0,0,0
26/01/2022,"1 CLONRATH CLOSE, LUSK",0,Dublin,"303,965.00",0,1,1
26/01/2022,"1 GROVE MEWS, PHIBSBORO, 7",7,Dublin,"450,000.00",0,0,0
26/01/2022,"10 SANDYFORD HALL CLOSE, SANDYFORD, DUBLIN",18,Dublin,"525,000.00",0,0,0
26/01/2022,"109 KICKHAM RD, KILMAINHAM, 8",8,Dublin,"395,000.00",0,0,0
26/01/2022,"11 CARRIGMORE GROVE, AYLESBURY, TALLAGHT 24",24,Dublin,"275,000.00",0,0,0
26/01/2022,"12 SANDYFORD GREEN, SANDYFORD VILLAGE, 18",18,Dublin,"409,691.00",0,1,1
26/01/2022,"13 BAYSIDE PARK, SUTTTON, 13",13,Dublin,"412,000.00",0,0,0
26/01/2022,"13 DRAPIER ROAD, WADELAI ESTATE, 11",11,Dublin,"488,750.00",0,0,0
26/01/2022,"137 ST MARYS RD, EAST WALL, 3",3,Dublin,"350,000.00",0,0,0
26/01/2022,"14 FOREST DALE, RIVERVALLEY, SWORDS",0,Dublin,"366,000.00",0,0,0
26/01/2022,"141 LIOSCIAN SWORDS, DUBLIN",0,Dublin,"150,000.00",1,0,0
26/01/2022,"151 CASTLECOURT, KILGOBBIN WOODS, SANDYFORD 18",18,Dublin,"367,000.00",0,0,0
26/01/2022,"16 MONASTERY GATE GREEN, CLONDALKIN, 22",22,Dublin,"355,000.00",0,0,0
26/01/2022,"19 VERGEMOUNT PARK, CLONSKEAGH, 6",6,Dublin,"1,400,000.00",0,0,0
26/01/2022,"2 LEESON PARK COURT, LEESON PARK, RANELAGH",0,Dublin,"778,500.00",0,1,1
26/01/2022,"214 CLONARD RD, CRUMLIN 12, DUBLIN",12,Dublin,"220,000.00",0,0,0
26/01/2022,"22A MCKELVEY RD, FINGLAS, DUBLIN",11,Dublin,"254,000.00",0,0,0
26/01/2022,"25 SPRINGFIELD CRESCENT, TERENURE, 6W",0,Dublin,"670,000.00",0,0,0
26/01/2022,"3 BALLINTEER GROVE, BALLINTEER, 16",16,Dublin,"424,000.00",1,0,0
26/01/2022,"3 CHERRY HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD 4",4,Dublin,"63,323.50",1,0,0
26/01/2022,"3 HAYDENS PARK WALK, LUCAN, CO DUBLIN",0,Dublin,"465,000.00",0,0,0
26/01/2022,"3 LEESON PARK COURT, LEESON PARK, RANELAGH",0,Dublin,"1,258,574.00",0,1,1
26/01/2022,"304 KILDARE RD, CRUMLIN, DUBLIN",12,Dublin,"285,000.00",0,0,0
26/01/2022,"31 BRAMBLEFIELD PARK, CLONEE, 15",15,Dublin,"380,000.00",0,0,0
26/01/2022,"318 KILDARE RD, CRUMLIN, 12",12,Dublin,"297,000.00",0,0,0
26/01/2022,"33 OAKLEY GROVE, BLACKROCK, CO DUBLIN",0,Dublin,"896,000.00",0,0,0
26/01/2022,"36 CLEGGAN AVE, BALLYFERMOT, 10",10,Dublin,"300,000.00",0,0,0
26/01/2022,"36 THORNBURY SQ, CLONEE, 15",15,Dublin,"270,000.00",0,0,0
26/01/2022,"4 RAILWAY RD, DALKEY, DUBLIN",0,Dublin,"400,000.00",0,0,0
26/01/2022,"43 SUTTON GROVE, SUTTON, 13",13,Dublin,"490,000.00",0,0,0
26/01/2022,"49 CLONUSKE DR, BALBRIGGAN, DUBLIN",0,Dublin,"242,000.00",0,0,0
26/01/2022,"5 SOMERSET ST, RINGSEND, 4",4,Dublin,"440,000.00",0,0,0
26/01/2022,"5 TEMPLE MANOR CLOSE, GREENHILLS, 12",12,Dublin,"525,000.00",0,0,0
26/01/2022,"54 DEERPARK RD, CASTLEKNOCK, 15",15,Dublin,"1,290,000.00",0,0,0
26/01/2022,"55 CLARENCE MANGAN RD, 8, DUBLIN",8,Dublin,"552,000.00",0,0,0
26/01/2022,"55 GRAYDON CRESCENT, GRAYDON, NEWCASTLE",0,Dublin,"264,317.17",0,1,1
26/01/2022,"55 SUTTON GROVE, BAYSIDE, SUTTON 13",13,Dublin,"445,000.00",0,0,0
26/01/2022,"57 GLENCLOY ROAD, WHITEHALL, 11",0,Dublin,"400,000.00",0,0,0
26/01/2022,"6 MOYLARAGH MEWS, BALBRIGGAN, DUBLIN",0,Dublin,"200,000.00",0,0,0
26/01/2022,"66 ST JAMESS WOODS, SOUTH CIRCULAR RD, KILMAINHAM 8",8,Dublin,"335,000.00",0,0,0
26/01/2022,"7 ALMA PARK, MONKSTOWN, DUBLIN",0,Dublin,"685,000.00",0,0,0
26/01/2022,"7 GARRISON MEWS, WILLOW AVE, LOUGHLINSTOWN",18,Dublin,"305,000.00",0,0,0
26/01/2022,"8 CLYDE HOUSE, SERPENTINE AVE, BALLSBRIDGE 4",4,Dublin,"335,000.00",0,0,0
26/01/2022,"80 MARLBOROUGH COURT, MARLBOROUGH ST, 1",1,Dublin,"249,000.00",0,0,0
26/01/2022,"8A EATON WAY, EATON BRAE, SHANKILL",18,Dublin,"458,149.78",0,1,1
26/01/2022,"APARTMENT 6 BLOCK 7A, ONGAR LODGE, 15",0,Dublin,"226,000.00",0,0,0
26/01/2022,"APT 136 OLD DISTILLERY, BERESFORD STREET, 7",7,Dublin,"295,000.00",0,0,0
26/01/2022,"APT 15 THE OVAL  BLOCK M, TULLYVALE, CABINTEELY",18,Dublin,"288,000.00",0,0,0
26/01/2022,"APT 50, BERESFORD HOUSE, MAYOR ST LOWER",1,Dublin,"360,000.00",0,0,0
26/01/2022,"APT. 100 ARDILEA CRESCENT, HEIDELBERG, ARDILEA",14,Dublin,"770,925.11",0,1,1
26/01/2022,"ST JUDE, 50 ST MARGARETS RD, MALAHIDE",0,Dublin,"1,045,000.00",0,0,0
25/01/2022,"1 ADELAIDE VILLAS, ADELAIDE RD., GLENAGEARY",0,Dublin,"880,000.00",0,0,0
25/01/2022,"1 WOODBROOK CRESCENT, RIVERWOOD RD, CASTLEKNOCK 15",15,Dublin,"282,000.00",0,0,0
25/01/2022,"10 REDWOOD PARK, KILNAMANAGH, 24",24,Dublin,"470,000.00",0,0,0
25/01/2022,"102 TIMEPLACE, CORRIG RD, SANDYFORD",18,Dublin,"385,000.00",0,0,0
25/01/2022,"12 DALE RD, STILLORGAN 14, DUBLIN",0,Dublin,"675,000.00",0,0,0
25/01/2022,"14 GROVE PARK CRESCENT, 11, DUBLIN",11,Dublin,"557,000.00",0,0,0
25/01/2022,"14 ST FINBARRS RD, CABRA WEST, 7",7,Dublin,"380,000.00",0,0,0
25/01/2022,"151 HOWTH ROAD, SUTTON, 13",0,Dublin,"969,162.00",0,1,1
25/01/2022,"17 MEADOWFIELD, SANDYFORD, 18",18,Dublin,"1,340,000.00",0,0,0
25/01/2022,"18 SEAMOUNT RISE, SEAMOUNT, MALAHIDE",0,Dublin,"748,898.68",0,1,1
25/01/2022,"18 WESTON HEIGHTS, LUCAN, DUBLIN",0,Dublin,"485,000.00",0,0,0
25/01/2022,"18 WILANS WAY, ONGAR VILLAGE, 15",15,Dublin,"250,000.00",0,0,0
25/01/2022,"18A WOODFORD CLOSE, CLONDALKIN, 22",22,Dublin,"335,000.00",0,0,0
25/01/2022,"2 DALETREE DR BALLYCULLEN, FIRHOUSE, 24",24,Dublin,"470,000.00",0,0,0
25/01/2022,"20 YELLOW MEADOWS DR, CLONDALKIN, 22",22,Dublin,"302,000.00",0,0,0
25/01/2022,"22 DUNSINK GARDENS, FINGLAS WEST, 11",11,Dublin,"290,000.00",0,0,0
25/01/2022,"24 SOMERTON DRIVE, SOMERTON, NEWCASTLE ROAD",0,Dublin,"352,414.00",0,1,1
25/01/2022,"24 TURNSTONE, BARNAGEERAGH COVE, SKERRIES",0,Dublin,"308,370.00",0,1,1
25/01/2022,"26 BELCLARE PARK, POPPINTREE, BALLYMUN",11,Dublin,"258,000.00",0,0,0
25/01/2022,"37 PALMER COURT, PALMER ROAD, RUSH",0,Dublin,"307,000.00",0,0,0
25/01/2022,"4 SWEETMAN HOUSE, MYRTLE AVE, THE COAST BALDOYLE",13,Dublin,"417,000.00",0,0,0
25/01/2022,"41 CASINO RD, MARINO, 3",3,Dublin,"490,000.00",0,0,0
25/01/2022,"43 MALONE GARDENS, BATH AVE, SANDYMOUNT 4",4,Dublin,"760,000.00",0,0,0
25/01/2022,"48 GARVILLE LANE, RATHGAR, 6",6,Dublin,"1,100,000.00",0,0,0
25/01/2022,"49 OAK RISE, GREENPARK, CLONDALKIN 22",22,Dublin,"250,000.00",0,0,0
25/01/2022,"49 PECKS LANE, CASTLEKNOCK, 15",15,Dublin,"970,000.00",0,0,0
25/01/2022,"5 TEMPLEOGUE LODGE, TEMPLEOGUE, 6W",0,Dublin,"645,000.00",0,0,0
25/01/2022,"5 WOODSTOWN LAWN, KNOCKLYON, 16",16,Dublin,"618,000.00",0,0,0
25/01/2022,"52 SEAFIELD ROAD WEST, CLONTARF, 3",3,Dublin,"1,042,000.00",0,0,0
25/01/2022,"53 WHATLEY HALL, ARCHERSWOOD, CLONEE 15",15,Dublin,"305,000.00",0,0,0
25/01/2022,"53 WILLBROOK EST, WHITECHURCH RD, RATHFARNHAM 14",14,Dublin,"607,000.00",0,0,0
25/01/2022,"60 DISWELLSTOWN MANOR, DISWELLSTOWN, CASTLEKNOCK",15,Dublin,"590,000.00",0,0,0
25/01/2022,"69 GLASNEVIN AVE, GLASNEVIN, 11",11,Dublin,"630,000.00",0,0,0
25/01/2022,"7 WESTWAY LAWNS, CORDUFF, BLANCHARDSTOWN 15",15,Dublin,"235,000.00",0,0,0
25/01/2022,"70 CLIFDEN COURT, ELLIS QUAY, 7",7,Dublin,"257,000.00",0,0,0
25/01/2022,"8 COLLEGE PARK, CASTLEKNOCK, 15",15,Dublin,"1,600,000.00",0,0,0
25/01/2022,"80A BANCROFT PARK, TALLAGHT, DUBLIN",24,Dublin,"490,000.00",0,0,0
25/01/2022,"9 CHURCHWELL RISE, BELMAYNE, BALGRIFFIN 13",13,Dublin,"245,000.00",0,0,0
25/01/2022,"9 WOODBURY, PARK ROAD, RUSH",0,Dublin,"425,000.00",0,0,0
25/01/2022,"APARTMENT 10, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"321,581.00",0,1,1
25/01/2022,"APARTMENT 11, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"321,581.00",0,1,1
25/01/2022,"APARTMENT 12, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"338,963.00",0,1,1
25/01/2022,"APARTMENT 13, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"338,963.00",0,1,1
25/01/2022,"APARTMENT 14, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"321,581.00",0,1,1
25/01/2022,"APARTMENT 15, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"321,581.00",0,1,1
25/01/2022,"APARTMENT 18, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 19, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 20, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"347,655.00",0,1,1
25/01/2022,"APARTMENT 21, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"347,655.00",0,1,1
25/01/2022,"APARTMENT 22, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 23, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 25, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"267,387.00",0,1,1
25/01/2022,"APARTMENT 26, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"336,918.00",0,1,1
25/01/2022,"APARTMENT 27, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"336,918.00",0,1,1
25/01/2022,"APARTMENT 28, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"354,301.00",0,1,1
25/01/2022,"APARTMENT 29, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"354,301.00",0,1,1
25/01/2022,"APARTMENT 30, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"336,918.00",0,1,1
25/01/2022,"APARTMENT 31, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"336,918.00",0,1,1
25/01/2022,"APARTMENT 32, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"267,387.00",0,1,1
25/01/2022,"APARTMENT 33, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"365,037.00",0,1,1
25/01/2022,"APARTMENT 34, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"365,037.00",0,1,1
25/01/2022,"APARTMENT 35, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"365,037.00",0,1,1
25/01/2022,"APARTMENT 36, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"365,037.00",0,1,1
25/01/2022,"APARTMENT 3, THE BARLEYHOUSE, CORK STREET",0,Dublin,"340,000.00",0,0,0
25/01/2022,"APARTMENT 3, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"312,889.00",0,1,1
25/01/2022,"APARTMENT 4, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 5, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"330,272.00",0,1,1
25/01/2022,"APARTMENT 6, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"312,889.00",0,1,1
25/01/2022,"APARTMENT 7, THE PINES, SCHOLARSTOWN WOOD",16,Dublin,"312,889.00",0,1,1
25/01/2022,"APT 36, CHANDLERS GUILD, JAMESS ST 8",8,Dublin,"282,000.00",0,0,0
25/01/2022,"APT 42, THE BARLEY HOUSE, CORK ST 8",8,Dublin,"275,000.00",0,0,0
25/01/2022,"APT 9, 10 ANNE ST, 7",7,Dublin,"312,500.00",0,0,0
25/01/2022,"APT. 50, BALTRASNA HOUSE, SPENCER DOCK",1,Dublin,"280,000.00",0,0,0
25/01/2022,"NO 1 WIMBLETOWN, BALLYBOUGHAL, CO DUBLIN",0,Dublin,"840,000.00",0,0,0
25/01/2022,"THE BUNGALOW, WILMONT AVE, SANDYCOVE",0,Dublin,"1,110,000.00",0,0,0
25/01/2022,"THE ORCHARD, TALBOTSTOWN, BRITTAS",24,Dublin,"712,000.00",0,0,0
24/01/2022,"1 CLOCH COIRNEILL, BALROTHERY, BALBRIGGAN",0,Dublin,"343,000.00",0,0,0
24/01/2022,"1 DUN SAITHNE VIEW, FLEMINGTON LANE, BALBRIGGAN",0,Dublin,"245,000.00",0,0,0
24/01/2022,"106 MANGERTON RD, DRIMNAGH, 12",12,Dublin,"335,000.00",0,0,0
24/01/2022,"121 VERDEMONT, BLANCHARDSTOWN, 15",15,Dublin,"261,000.00",0,0,0
24/01/2022,"13 LARCHFIELD PARK, ROEBUCK, GOATSTOWN",14,Dublin,"750,000.00",0,0,0
24/01/2022,"170 LYMEWOOD MEWS, NORTHWOOD, SANTRY 9",9,Dublin,"315,500.00",0,0,0
24/01/2022,"18 DRYNAM GROVE, DRYNAM HALL, KETTLES LANE KINSEALY",0,Dublin,"395,000.00",0,0,0
24/01/2022,"18 MARIAN CRESCENT, RATHFARNHAM, 14",14,Dublin,"639,000.00",0,0,0
